league,season,week,team_norm,team_raw,pr,rank,sos,sos_rank
CFB,2024,15,,Cal Poly-SLO,41.06,212,,
CFB,2024,15,,Robert Morris,40.97,213,,
CFB,2024,15,,Florida A&M,40.92,214,,
CFB,2024,15,,Butler,40.91,215,,
CFB,2024,15,,Houston Christian,40.84,216,,
CFB,2024,15,,Furman,40.39,217,,
CFB,2024,15,,Bucknell,39.68,218,,
CFB,2024,15,,Eastern Illinois,39.59,219,,
CFB,2024,15,,Campbell,39.12,220,,
CFB,2024,15,,Western Illinois,39.09,221,,
CFB,2024,15,,Alcorn State,38.84,222,,
CFB,2024,15,,St. Thomas-Mn.,38.3,223,,
CFB,2024,15,,LIU Post,38.19,224,,
CFB,2024,15,,Alabama A&M,38.07,225,,
CFB,2024,15,,Fordham,37.94,226,,
CFB,2024,15,,Southern U.,37.82,227,,
CFB,2024,15,,Texas A&M-Commerce,37.74,228,,
CFB,2024,15,,Morgan State,37.48,229,,
CFB,2024,15,,Utah Tech,37.31,230,,
CFB,2024,15,,West Georgia,37.28,231,,
CFB,2024,15,,Presbyterian College,37.23,232,,
CFB,2024,15,,Kent State,37.17,233,,
CFB,2024,15,,Brown,36.99,234,,
CFB,2024,15,,Charleston Southern,36.86,235,,
CFB,2024,15,,Grambling State,36.49,236,,
CFB,2024,15,,Saint Francis-Pa.,36.46,237,,
CFB,2024,15,,Prairie View A&M,36.26,238,,
CFB,2024,15,,Bryant,36.05,239,,
CFB,2024,15,,Howard,35.68,240,,
CFB,2024,15,,Sacred Heart,35.37,241,,
CFB,2024,15,,Davidson,35.23,242,,
CFB,2024,15,,Norfolk State,35.01,243,,
CFB,2024,15,,Colgate,34.46,244,,
CFB,2024,15,,Morehead State,34.44,245,,
CFB,2024,15,,VMI,33.73,246,,
CFB,2024,15,,Murray State,33.65,247,,
CFB,2024,15,,Dayton,33.61,248,,
CFB,2024,15,,Bethune-Cookman,32.97,249,,
CFB,2024,15,,Georgetown,32.78,250,,
CFB,2024,15,,Wagner,32.74,251,,
CFB,2024,15,,Texas Southern,32.73,252,,
CFB,2024,15,,NC A&T,32.66,253,,
CFB,2024,15,,Northern Colorado,31.37,254,,
CFB,2024,15,,Mercyhurst,30.64,255,,
CFB,2024,15,,Valparaiso,28.57,256,,
CFB,2024,15,,Ark.-Pine Bluff,27.01,257,,
CFB,2024,15,,Stonehill College,26.72,258,,
CFB,2024,15,,Miss. Valley State,25.43,259,,
CFB,2024,15,,Delaware State,24.91,260,,
CFB,2024,15,,Marist,24.51,261,,
CFB,2024,15,,Northwestern State,22.93,262,,
CFB,2024,15,,Stetson,20.44,263,,
CFB,2024,16,,Notre Dame,92.62,1,,
CFB,2024,16,,Oregon,91.69,2,,
CFB,2024,16,,Ohio State,91.41,3,,
CFB,2024,16,,Texas,91.18,4,,
CFB,2024,16,,Georgia,90.09,5,,
CFB,2024,16,,Alabama,89.24,6,,
CFB,2024,16,,Mississippi,88.73,7,,
CFB,2024,16,,Penn State,88.03,8,,
CFB,2024,16,,Tennessee,86.72,9,,
CFB,2024,16,,SMU,85.04,10,,
CFB,2024,16,,Indiana,84.9,11,,
CFB,2024,16,,Arizona State,84.04,12,,
CFB,2024,16,,South Carolina,83.97,13,,
CFB,2024,16,,Colorado,83.89,14,,
CFB,2024,16,,Miami-Florida,83.68,15,,
CFB,2024,16,,Louisville,83.31,16,,
CFB,2024,16,,LSU,83.16,17,,
CFB,2024,16,,Clemson,82.71,18,,
CFB,2024,16,,Texas A&M,82.17,19,,
CFB,2024,16,,Florida,81.93,20,,
CFB,2024,16,,Michigan,81.9,21,,
CFB,2024,16,,Baylor,81.52,22,,
CFB,2024,16,,Missouri,81.37,23,,
CFB,2024,16,,Kansas State,81.32,24,,
CFB,2024,16,,Iowa,81.28,25,,
CFB,2024,16,,Southern California,80.51,26,,
CFB,2024,16,,Iowa State,80.41,27,,
CFB,2024,16,,BYU,79.93,28,,
CFB,2024,16,,Oklahoma,79.9,29,,
CFB,2024,16,,Boise State,79.83,30,,
CFB,2024,16,,Minnesota,79.43,31,,
CFB,2024,16,,TCU,79.42,32,,
CFB,2024,16,,Kansas,79.27,33,,
CFB,2024,16,,South Dakota State,78.92,34,,
CFB,2024,16,,Texas Tech,78.76,35,,
CFB,2024,16,,Virginia Tech,78.16,36,,
CFB,2024,16,,Nebraska,77.56,37,,
CFB,2024,16,,Utah,77.4,38,,
CFB,2024,16,,Auburn,77.23,39,,
CFB,2024,16,,Illinois,76.87,40,,
CFB,2024,16,,Georgia Tech,76.61,41,,
CFB,2024,16,,Tulane,76.48,42,,
CFB,2024,16,,Arkansas,76.01,43,,
CFB,2024,16,,Montana State,75.71,44,,
CFB,2024,16,,Syracuse,75.41,45,,
CFB,2024,16,,North Dakota State,75.05,46,,
CFB,2024,16,,Washington,74.81,47,,
CFB,2024,16,,Memphis,74.79,48,,
CFB,2024,16,,Rutgers,74.74,49,,
CFB,2024,16,,Boston College,74.72,50,,
CFB,2024,16,,UNLV,74.52,51,,
CFB,2024,16,,Wisconsin,74.04,52,,
CFB,2024,16,,Duke,74.04,53,,
CFB,2024,16,,Central Florida(UCF),73.54,54,,
CFB,2024,16,,Vanderbilt,73.15,55,,
CFB,2024,16,,UCL,73.11,56,,
CFB,2024,16,,West Virginia,72.85,57,,
CFB,2024,16,,Marshall,72.84,58,,
CFB,2024,16,,Kentucky,72.75,59,,
CFB,2024,16,,NC State,72.35,60,,
CFB,2024,16,,Cincinnati,72.22,61,,
CFB,2024,16,,Pittsburgh,72.21,62,,
CFB,2024,16,,Army West Point,71.89,63,,
CFB,2024,16,,California,71.49,64,,
CFB,2024,16,,Navy,71.28,65,,
CFB,2024,16,,Ohio,70.95,66,,
CFB,2024,16,,North Carolina,70.78,67,,
CFB,2024,16,,South Dakota,70.58,68,,
CFB,2024,16,,Texas State,70.37,69,,
CFB,2024,16,,Washington State,70.02,70,,
CFB,2024,16,,James Madison,69.28,71,,
CFB,2024,16,,Louisiana-Lafayette,68.97,72,,
CFB,2024,16,,Houston,68.72,73,,
CFB,2024,16,,Oklahoma State,68.65,74,,
CFB,2024,16,,Virginia,68.12,75,,
CFB,2024,16,,Mississippi State,67.82,76,,
CFB,2024,16,,Jacksonville State,67.77,77,,
CFB,2024,16,,Georgia Southern,67.57,78,,
CFB,2024,16,,UTS,67.36,79,,
CFB,2024,16,,Maryland,67.16,80,,
CFB,2024,16,,Arizona,66.86,81,,
CFB,2024,16,,Florida State,66.71,82,,
CFB,2024,16,,Fresno State,66.52,83,,
CFB,2024,16,,Colorado State,66.5,84,,
CFB,2024,16,,South Florida,66.18,85,,
CFB,2024,16,,Miami-Ohio,65.72,86,,
CFB,2024,16,,South Alabama,65.66,87,,
CFB,2024,16,,Old Dominion,65.65,88,,
CFB,2024,16,,Wake Forest,64.92,89,,
CFB,2024,16,,Appalachian State,64.86,90,,
CFB,2024,16,,UC Davis,64.83,91,,
CFB,2024,16,,Michigan State,64.76,92,,
CFB,2024,16,,Northwestern,64.62,93,,
CFB,2024,16,,Liberty,64.41,94,,
CFB,2024,16,,Bowling Green,64.18,95,,
CFB,2024,16,,East Carolina,63.8,96,,
CFB,2024,16,,Stanford,63.54,97,,
CFB,2024,16,,Connecticut,63.48,98,,
CFB,2024,16,,Oregon State,63.32,99,,
CFB,2024,16,,Air Force,63.32,100,,
CFB,2024,16,,San Jose State,63.22,101,,
CFB,2024,16,,Utah State,63.04,102,,
CFB,2024,16,,Coastal Carolina,62.5,103,,
CFB,2024,16,,Troy,62.04,104,,
CFB,2024,16,,Wyoming,62,105,,
CFB,2024,16,,Northern Illinois,61.94,106,,
CFB,2024,16,,Toledo,61.52,107,,
CFB,2024,16,,Rice,61.37,108,,
CFB,2024,16,,North Texas,61.08,109,,
CFB,2024,16,,Sam Houston State,60.82,110,,
CFB,2024,16,,Western Kentucky,60.75,111,,
CFB,2024,16,,Montana,60.59,112,,
CFB,2024,16,,New Mexico,59.72,113,,
CFB,2024,16,,Hawai'i,59.54,114,,
CFB,2024,16,,Buffalo,59.25,115,,
CFB,2024,16,,Arkansas State,59.1,116,,
CFB,2024,16,,Idaho,58.84,117,,
CFB,2024,16,,Louisiana Tech,58.54,118,,
CFB,2024,16,,UAB,57.83,119,,
CFB,2024,16,,Western Michigan,57.44,120,,
CFB,2024,16,,Nevada,57.42,121,,
CFB,2024,16,,Incarnate Word,57.08,122,,
CFB,2024,16,,Missouri State,57.07,123,,
CFB,2024,16,,Tarleton State,56.8,124,,
CFB,2024,16,,Illinois State,56.61,125,,
CFB,2024,16,,Charlotte,56.6,126,,
CFB,2024,16,,Tennessee-Martin,56.38,127,,
CFB,2024,16,,Mercer,55.94,128,,
CFB,2024,16,,Purdue,55.75,129,,
CFB,2024,16,,Georgia State,55.69,130,,
CFB,2024,16,,San Diego State,55.47,131,,
CFB,2024,16,,LouisianaMonroe(ULM),55.46,132,,
CFB,2024,16,,Fla. International,54.82,133,,
CFB,2024,16,,Jackson State,54.75,134,,
CFB,2024,16,,Florida Atlantic,54.52,135,,
CFB,2024,16,,Northern Arizona,54.23,136,,
CFB,2024,16,,Abilene Christian,54.14,137,,
CFB,2024,16,,North Dakota,54.01,138,,
CFB,2024,16,,Richmond,53.97,139,,
CFB,2024,16,,Chattanooga,53.84,140,,
CFB,2024,16,,Southern Illinois,53.74,141,,
CFB,2024,16,,Villanova,53.64,142,,
CFB,2024,16,,Harvard,53.64,143,,
CFB,2024,16,,Eastern Washington,53.61,144,,
CFB,2024,16,,Akron,53.5,145,,
CFB,2024,16,,Yale,53.5,146,,
CFB,2024,16,,Stephen F. Austin,53.34,147,,
CFB,2024,16,,Delaware,53.32,148,,
CFB,2024,16,,Central Michigan,52.54,149,,
CFB,2024,16,,Western Carolina,52.52,150,,
CFB,2024,16,,Eastern Michigan,52.41,151,,
CFB,2024,16,,Ball State,52.37,152,,
CFB,2024,16,,Southern Utah,52.21,153,,
CFB,2024,16,,NC Central,51.26,154,,
CFB,2024,16,,Rhode Island,50.71,155,,
CFB,2024,16,,Temple,50.52,156,,
CFB,2024,16,,Towson,50.42,157,,
CFB,2024,16,,SE Louisiana,50.2,158,,
CFB,2024,16,,Monmouth-NJ,50.19,159,,
CFB,2024,16,,Eastern Kentucky,50.12,160,,
CFB,2024,16,,Massachusetts,50.06,161,,
CFB,2024,16,,SC State,49.93,162,,
CFB,2024,16,,UTEP,49.66,163,,
CFB,2024,16,,Tennessee Tech,49.6,164,,
CFB,2024,16,,New Hampshire,49.47,165,,
CFB,2024,16,,Youngstown State,49.42,166,,
CFB,2024,16,,Holy Cross,49.29,167,,
CFB,2024,16,,New Mexico State,49.29,168,,
CFB,2024,16,,Tennessee State,49.22,169,,
CFB,2024,16,,Lehigh,49.2,170,,
CFB,2024,16,,Portland State,49.08,171,,
CFB,2024,16,,SE Missouri State,48.99,172,,
CFB,2024,16,,Central Arkansas,48.97,173,,
CFB,2024,16,,Weber State,48.94,174,,
CFB,2024,16,,Dartmouth,48.87,175,,
CFB,2024,16,,Sacramento State,48.34,176,,
CFB,2024,16,,East Tennessee State,48.22,177,,
CFB,2024,16,,Elon,47.62,178,,
CFB,2024,16,,McNeese State,47.51,179,,
CFB,2024,16,,Stony Brook,47.48,180,,
CFB,2024,16,,Middle Tennessee,47.36,181,,
CFB,2024,16,,Northern Iowa,47.27,182,,
CFB,2024,16,,Lamar,47.12,183,,
CFB,2024,16,,William & Mary,47,184,,
CFB,2024,16,,Samford,46.68,185,,
CFB,2024,16,,Duquesne,46.48,186,,
CFB,2024,16,,Austin Peay,46.3,187,,
CFB,2024,16,,Pennsylvania,46.17,188,,
CFB,2024,16,,Columbia,45.97,189,,
CFB,2024,16,,Kennesaw State,45.42,190,,
CFB,2024,16,,Southern Miss,45.14,191,,
CFB,2024,16,,Idaho State,45.03,192,,
CFB,2024,16,,Tulsa,44.78,193,,
CFB,2024,16,,North Alabama,44.61,194,,
CFB,2024,16,,Nicholls State,44.54,195,,
CFB,2024,16,,Hampton,43.93,196,,
CFB,2024,16,,Albany-NY,43.84,197,,
CFB,2024,16,,San Diego,43.68,198,,
CFB,2024,16,,Maine,43.57,199,,
CFB,2024,16,,Lindenwood,43.51,200,,
CFB,2024,16,,Drake,43,201,,
CFB,2024,16,,Indiana State,42.65,202,,
CFB,2024,16,,Cornell,42.65,203,,
CFB,2024,16,,The Citadel,42.53,204,,
CFB,2024,16,,Alabama State,41.9,205,,
CFB,2024,16,,Lafayette,41.88,206,,
CFB,2024,16,,Merrimack,41.62,207,,
CFB,2024,16,,Wofford,41.47,208,,
CFB,2024,16,,Gardner-Webb,41.4,209,,
CFB,2024,16,,Princeton,41.11,210,,
CFB,2024,16,,Central Connecticut,41.03,211,,
CFB,2024,16,,Florida A&M,40.96,212,,
CFB,2024,16,,Robert Morris,40.9,213,,
CFB,2024,16,,Butler,40.89,214,,
CFB,2024,16,,Cal Poly-SLO,40.83,215,,
CFB,2024,16,,Houston Christian,40.59,216,,
CFB,2024,16,,Furman,40.28,217,,
CFB,2024,16,,Bucknell,39.61,218,,
CFB,2024,16,,Eastern Illinois,39.58,219,,
CFB,2024,16,,Western Illinois,39.07,220,,
CFB,2024,16,,Alcorn State,39.03,221,,
CFB,2024,16,,Campbell,38.98,222,,
CFB,2024,16,,St. Thomas-Mn.,38.28,223,,
CFB,2024,16,,Alabama A&M,38.19,224,,
CFB,2024,16,,LIU Post,38.11,225,,
CFB,2024,16,,Southern U.,38.02,226,,
CFB,2024,16,,Fordham,37.85,227,,
CFB,2024,16,,Texas A&M-Commerce,37.44,228,,
CFB,2024,16,,Utah Tech,37.24,229,,
CFB,2024,16,,West Georgia,37.22,230,,
CFB,2024,16,,Presbyterian College,37.19,231,,
CFB,2024,16,,Kent State,37.17,232,,
CFB,2024,16,,Morgan State,37.04,233,,
CFB,2024,16,,Brown,36.93,234,,
CFB,2024,16,,Charleston Southern,36.82,235,,
CFB,2024,16,,Grambling State,36.66,236,,
CFB,2024,16,,Saint Francis-Pa.,36.4,237,,
CFB,2024,16,,Prairie View A&M,36.26,238,,
CFB,2024,16,,Bryant,35.95,239,,
CFB,2024,16,,Howard,35.28,240,,
CFB,2024,16,,Sacred Heart,35.24,241,,
CFB,2024,16,,Davidson,35.19,242,,
CFB,2024,16,,Norfolk State,34.61,243,,
CFB,2024,16,,Morehead State,34.42,244,,
CFB,2024,16,,Colgate,34.37,245,,
CFB,2024,16,,Murray State,33.8,246,,
CFB,2024,16,,Dayton,33.59,247,,
CFB,2024,16,,VMI,33.58,248,,
CFB,2024,16,,Bethune-Cookman,33.1,249,,
CFB,2024,16,,Texas Southern,32.86,250,,
CFB,2024,16,,Georgetown,32.69,251,,
CFB,2024,16,,Wagner,32.65,252,,
CFB,2024,16,,NC A&T,32.47,253,,
CFB,2024,16,,Northern Colorado,31.19,254,,
CFB,2024,16,,Mercyhurst,30.59,255,,
CFB,2024,16,,Valparaiso,28.54,256,,
CFB,2024,16,,Ark.-Pine Bluff,27.13,257,,
CFB,2024,16,,Stonehill College,26.64,258,,
CFB,2024,16,,Miss. Valley State,25.53,259,,
CFB,2024,16,,Delaware State,24.61,260,,
CFB,2024,16,,Marist,24.45,261,,
CFB,2024,16,,Northwestern State,22.74,262,,
CFB,2024,16,,Stetson,20.38,263,,
CFB,2024,17,,Ohio State,93.3,1,,
CFB,2024,17,,Notre Dame,92.72,2,,
CFB,2024,17,,Oregon,92.14,3,,
CFB,2024,17,,Texas,91.59,4,,
CFB,2024,17,,Penn State,90.31,5,,
CFB,2024,17,,Georgia,90.1,6,,
CFB,2024,17,,Alabama,89.2,7,,
CFB,2024,17,,Mississippi,88.81,8,,
CFB,2024,17,,Indiana,85.14,9,,
CFB,2024,17,,Tennessee,85.06,10,,
CFB,2024,17,,Arizona State,84.07,11,,
CFB,2024,17,,Colorado,83.96,12,,
CFB,2024,17,,South Carolina,83.92,13,,
CFB,2024,17,,Miami-Florida,83.64,14,,
CFB,2024,17,,Florida,83.52,15,,
CFB,2024,17,,LSU,83.26,16,,
CFB,2024,17,,Louisville,83.09,17,,
CFB,2024,17,,SMU,82.69,18,,
CFB,2024,17,,Texas A&M,82.27,19,,
CFB,2024,17,,Michigan,82.24,20,,
CFB,2024,17,,Clemson,82.1,21,,
CFB,2024,17,,Iowa,81.57,22,,
CFB,2024,17,,Baylor,81.55,23,,
CFB,2024,17,,Missouri,81.37,24,,
CFB,2024,17,,Kansas State,81.31,25,,
CFB,2024,17,,Southern California,80.78,26,,
CFB,2024,17,,Iowa State,80.44,27,,
CFB,2024,17,,Boise State,79.97,28,,
CFB,2024,17,,BYU,79.9,29,,
CFB,2024,17,,Oklahoma,79.84,30,,
CFB,2024,17,,Minnesota,79.8,31,,
CFB,2024,17,,TCU,79.36,32,,
CFB,2024,17,,Kansas,79.34,33,,
CFB,2024,17,,Texas Tech,78.79,34,,
CFB,2024,17,,Virginia Tech,78,35,,
CFB,2024,17,,Nebraska,77.82,36,,
CFB,2024,17,,South Dakota State,77.57,37,,
CFB,2024,17,,Utah,77.45,38,,
CFB,2024,17,,Illinois,77.19,39,,
CFB,2024,17,,Auburn,77.18,40,,
CFB,2024,17,,Montana State,76.57,41,,
CFB,2024,17,,Georgia Tech,76.56,42,,
CFB,2024,17,,North Dakota State,76.33,43,,
CFB,2024,17,,Arkansas,76.02,44,,
CFB,2024,17,,UNLV,75.51,45,,
CFB,2024,17,,Syracuse,75.26,46,,
CFB,2024,17,,Washington,75.16,47,,
CFB,2024,17,,Memphis,75.14,48,,
CFB,2024,17,,Rutgers,74.99,49,,
CFB,2024,17,,Tulane,74.74,50,,
CFB,2024,17,,Boston College,74.46,51,,
CFB,2024,17,,Wisconsin,74.34,52,,
CFB,2024,17,,Duke,73.87,53,,
CFB,2024,17,,Central Florida(UCF),73.65,54,,
CFB,2024,17,,UCL,73.38,55,,
CFB,2024,17,,Vanderbilt,73.02,56,,
CFB,2024,17,,Marshall,72.78,57,,
CFB,2024,17,,Kentucky,72.73,58,,
CFB,2024,17,,West Virginia,72.44,59,,
CFB,2024,17,,Cincinnati,72.24,60,,
CFB,2024,17,,NC State,72.16,61,,
CFB,2024,17,,Pittsburgh,71.87,62,,
CFB,2024,17,,Army West Point,71.68,63,,
CFB,2024,17,,Navy,71.1,64,,
CFB,2024,17,,Ohio,70.98,65,,
CFB,2024,17,,North Carolina,70.66,66,,
CFB,2024,17,,Texas State,70.35,67,,
CFB,2024,17,,California,70.17,68,,
CFB,2024,17,,Washington State,70.12,69,,
CFB,2024,17,,South Dakota,69.58,70,,
CFB,2024,17,,James Madison,69.28,71,,
CFB,2024,17,,Louisiana-Lafayette,68.86,72,,
CFB,2024,17,,Houston,68.78,73,,
CFB,2024,17,,Oklahoma State,68.6,74,,
CFB,2024,17,,Jacksonville State,67.87,75,,
CFB,2024,17,,Mississippi State,67.83,76,,
CFB,2024,17,,Virginia,67.81,77,,
CFB,2024,17,,Maryland,67.54,78,,
CFB,2024,17,,UTS,67.31,79,,
CFB,2024,17,,Arizona,66.89,80,,
CFB,2024,17,,Fresno State,66.68,81,,
CFB,2024,17,,Florida State,66.68,82,,
CFB,2024,17,,Colorado State,66.6,83,,
CFB,2024,17,,South Florida,66.06,84,,
CFB,2024,17,,Georgia Southern,65.93,85,,
CFB,2024,17,,Miami-Ohio,65.76,86,,
CFB,2024,17,,South Alabama,65.56,87,,
CFB,2024,17,,Old Dominion,65.49,88,,
CFB,2024,17,,Michigan State,65.02,89,,
CFB,2024,17,,Northwestern,64.98,90,,
CFB,2024,17,,UC Davis,64.77,91,,
CFB,2024,17,,Wake Forest,64.71,92,,
CFB,2024,17,,Appalachian State,64.64,93,,
CFB,2024,17,,Liberty,64.6,94,,
CFB,2024,17,,Bowling Green,64.25,95,,
CFB,2024,17,,East Carolina,63.71,96,,
CFB,2024,17,,Connecticut,63.45,97,,
CFB,2024,17,,Oregon State,63.39,98,,
CFB,2024,17,,Air Force,63.39,99,,
CFB,2024,17,,San Jose State,63.32,100,,
CFB,2024,17,,Stanford,63.25,101,,
CFB,2024,17,,Utah State,63.17,102,,
CFB,2024,17,,Sam Houston State,62.45,103,,
CFB,2024,17,,Coastal Carolina,62.29,104,,
CFB,2024,17,,Wyoming,62.1,105,,
CFB,2024,17,,Northern Illinois,61.98,106,,
CFB,2024,17,,Troy,61.91,107,,
CFB,2024,17,,Toledo,61.56,108,,
CFB,2024,17,,Rice,61.3,109,,
CFB,2024,17,,North Texas,60.94,110,,
CFB,2024,17,,Western Kentucky,60.76,111,,
CFB,2024,17,,Montana,60.55,112,,
CFB,2024,17,,New Mexico,59.84,113,,
CFB,2024,17,,Hawai'i,59.73,114,,
CFB,2024,17,,Buffalo,59.29,115,,
CFB,2024,17,,Arkansas State,59.05,116,,
CFB,2024,17,,Idaho,58.99,117,,
CFB,2024,17,,Louisiana Tech,58.7,118,,
CFB,2024,17,,UAB,57.7,119,,
CFB,2024,17,,Nevada,57.51,120,,
CFB,2024,17,,Western Michigan,57.51,121,,
CFB,2024,17,,Missouri State,57.01,122,,
CFB,2024,17,,Incarnate Word,56.93,123,,
CFB,2024,17,,Tarleton State,56.77,124,,
CFB,2024,17,,Illinois State,56.61,125,,
CFB,2024,17,,Tennessee-Martin,56.49,126,,
CFB,2024,17,,Charlotte,56.43,127,,
CFB,2024,17,,Purdue,56.18,128,,
CFB,2024,17,,Mercer,56.08,129,,
CFB,2024,17,,San Diego State,55.58,130,,
CFB,2024,17,,Georgia State,55.55,131,,
CFB,2024,17,,LouisianaMonroe(ULM),55.42,132,,
CFB,2024,17,,Fla. International,54.97,133,,
CFB,2024,17,,Jackson State,54.81,134,,
CFB,2024,17,,Florida Atlantic,54.47,135,,
CFB,2024,17,,Northern Arizona,54.31,136,,
CFB,2024,17,,Abilene Christian,54.28,137,,
CFB,2024,17,,Richmond,54.02,138,,
CFB,2024,17,,Chattanooga,53.88,139,,
CFB,2024,17,,North Dakota,53.87,140,,
CFB,2024,17,,Eastern Washington,53.71,141,,
CFB,2024,17,,Harvard,53.69,142,,
CFB,2024,17,,Villanova,53.68,143,,
CFB,2024,17,,Southern Illinois,53.64,144,,
CFB,2024,17,,Akron,53.58,145,,
CFB,2024,17,,Yale,53.56,146,,
CFB,2024,17,,Delaware,53.37,147,,
CFB,2024,17,,Stephen F. Austin,53.36,148,,
CFB,2024,17,,Central Michigan,52.6,149,,
CFB,2024,17,,Western Carolina,52.59,150,,
CFB,2024,17,,Eastern Michigan,52.46,151,,
CFB,2024,17,,Ball State,52.38,152,,
CFB,2024,17,,Southern Utah,52.27,153,,
CFB,2024,17,,NC Central,51.31,154,,
CFB,2024,17,,Rhode Island,50.79,155,,
CFB,2024,17,,Towson,50.5,156,,
CFB,2024,17,,Temple,50.36,157,,
CFB,2024,17,,Monmouth-NJ,50.26,158,,
CFB,2024,17,,Eastern Kentucky,50.18,159,,
CFB,2024,17,,SE Louisiana,50.14,160,,
CFB,2024,17,,Massachusetts,50.11,161,,
CFB,2024,17,,SC State,49.95,162,,
CFB,2024,17,,UTEP,49.7,163,,
CFB,2024,17,,Tennessee Tech,49.67,164,,
CFB,2024,17,,New Hampshire,49.55,165,,
CFB,2024,17,,New Mexico State,49.42,166,,
CFB,2024,17,,Holy Cross,49.35,167,,
CFB,2024,17,,Youngstown State,49.3,168,,
CFB,2024,17,,Tennessee State,49.29,169,,
CFB,2024,17,,Lehigh,49.27,170,,
CFB,2024,17,,Portland State,49.18,171,,
CFB,2024,17,,SE Missouri State,49.04,172,,
CFB,2024,17,,Weber State,49.01,173,,
CFB,2024,17,,Central Arkansas,49.01,174,,
CFB,2024,17,,Dartmouth,48.93,175,,
CFB,2024,17,,Sacramento State,48.43,176,,
CFB,2024,17,,East Tennessee State,48.29,177,,
CFB,2024,17,,Elon,47.68,178,,
CFB,2024,17,,Stony Brook,47.54,179,,
CFB,2024,17,,McNeese State,47.52,180,,
CFB,2024,17,,Middle Tennessee,47.46,181,,
CFB,2024,17,,Northern Iowa,47.26,182,,
CFB,2024,17,,Lamar,47.13,183,,
CFB,2024,17,,William & Mary,47.05,184,,
CFB,2024,17,,Samford,46.76,185,,
CFB,2024,17,,Duquesne,46.52,186,,
CFB,2024,17,,Austin Peay,46.34,187,,
CFB,2024,17,,Pennsylvania,46.23,188,,
CFB,2024,17,,Columbia,46.03,189,,
CFB,2024,17,,Kennesaw State,45.6,190,,
CFB,2024,17,,Idaho State,45.12,191,,
CFB,2024,17,,Southern Miss,45.1,192,,
CFB,2024,17,,Tulsa,44.74,193,,
CFB,2024,17,,North Alabama,44.68,194,,
CFB,2024,17,,Nicholls State,44.56,195,,
CFB,2024,17,,Hampton,44,196,,
CFB,2024,17,,Albany-NY,43.91,197,,
CFB,2024,17,,San Diego,43.73,198,,
CFB,2024,17,,Maine,43.63,199,,
CFB,2024,17,,Lindenwood,43.57,200,,
CFB,2024,17,,Drake,43.03,201,,
CFB,2024,17,,Cornell,42.71,202,,
CFB,2024,17,,Indiana State,42.62,203,,
CFB,2024,17,,The Citadel,42.54,204,,
CFB,2024,17,,Alabama State,41.95,205,,
CFB,2024,17,,Lafayette,41.94,206,,
CFB,2024,17,,Merrimack,41.68,207,,
CFB,2024,17,,Wofford,41.52,208,,
CFB,2024,17,,Gardner-Webb,41.46,209,,
CFB,2024,17,,Princeton,41.17,210,,
CFB,2024,17,,Central Connecticut,41.1,211,,
CFB,2024,17,,Florida A&M,41,212,,
CFB,2024,17,,Robert Morris,40.96,213,,
CFB,2024,17,,Butler,40.94,214,,
CFB,2024,17,,Cal Poly-SLO,40.88,215,,
CFB,2024,17,,Houston Christian,40.56,216,,
CFB,2024,17,,Furman,40.35,217,,
CFB,2024,17,,Bucknell,39.66,218,,
CFB,2024,17,,Eastern Illinois,39.65,219,,
CFB,2024,17,,Western Illinois,39.14,220,,
CFB,2024,17,,Alcorn State,39.08,221,,
CFB,2024,17,,Campbell,39.05,222,,
CFB,2024,17,,St. Thomas-Mn.,38.33,223,,
CFB,2024,17,,Alabama A&M,38.25,224,,
CFB,2024,17,,LIU Post,38.18,225,,
CFB,2024,17,,Southern U.,38.07,226,,
CFB,2024,17,,Fordham,37.91,227,,
CFB,2024,17,,Texas A&M-Commerce,37.45,228,,
CFB,2024,17,,Utah Tech,37.32,229,,
CFB,2024,17,,West Georgia,37.27,230,,
CFB,2024,17,,Presbyterian College,37.25,231,,
CFB,2024,17,,Kent State,37.22,232,,
CFB,2024,17,,Morgan State,37.09,233,,
CFB,2024,17,,Brown,36.98,234,,
CFB,2024,17,,Charleston Southern,36.89,235,,
CFB,2024,17,,Grambling State,36.7,236,,
CFB,2024,17,,Saint Francis-Pa.,36.48,237,,
CFB,2024,17,,Prairie View A&M,36.3,238,,
CFB,2024,17,,Bryant,36.02,239,,
CFB,2024,17,,Howard,35.34,240,,
CFB,2024,17,,Sacred Heart,35.3,241,,
CFB,2024,17,,Davidson,35.24,242,,
CFB,2024,17,,Norfolk State,34.67,243,,
CFB,2024,17,,Morehead State,34.47,244,,
CFB,2024,17,,Colgate,34.43,245,,
CFB,2024,17,,Murray State,33.76,246,,
CFB,2024,17,,VMI,33.64,247,,
CFB,2024,17,,Dayton,33.63,248,,
CFB,2024,17,,Bethune-Cookman,33.16,249,,
CFB,2024,17,,Texas Southern,32.91,250,,
CFB,2024,17,,Georgetown,32.75,251,,
CFB,2024,17,,Wagner,32.71,252,,
CFB,2024,17,,NC A&T,32.53,253,,
CFB,2024,17,,Northern Colorado,31.26,254,,
CFB,2024,17,,Mercyhurst,30.68,255,,
CFB,2024,17,,Valparaiso,28.58,256,,
CFB,2024,17,,Ark.-Pine Bluff,27.17,257,,
CFB,2024,17,,Stonehill College,26.71,258,,
CFB,2024,17,,Miss. Valley State,25.58,259,,
